default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_employment_since,installment_as_income_perc,sex,personal_status,other_debtors,present_residence_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
Default,0 <= ... < 200 DM,15,all credits at this bank paid back duly,car (new),6850.0,100 <= ... < 500 DM,unemployed,1,male,single,none,2,if not A121 : building society savings agreement/ life insurance,34,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,no checking account,24,existing credits paid back duly till now,domestic appliances,1413.0,... < 100 DM,1 <= ... < 4 years,4,male,married,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,39,existing credits paid back duly till now,car (used),8588.0,100 <= ... < 500 DM,.. >= 7 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",45,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,12,existing credits paid back duly till now,car (new),759.0,... < 100 DM,4 <= ... < 7 years,4,male,single,none,2,real estate,26,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,36,existing credits paid back duly till now,car (used),4686.0,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,unknown / no property,32,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,business,2687.0,... < 100 DM,4 <= ... < 7 years,2,male,single,none,4,if not A121 : building society savings agreement/ life insurance,26,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,12,delay in paying off in the past,domestic appliances,585.0,... < 100 DM,1 <= ... < 4 years,4,male,married,co-applicant,4,real estate,20,none,rent,2,skilled employee / official,1,none,yes
Not default,no checking account,24,existing credits paid back duly till now,car (new),2255.0,unknown/ no savings account,... < 1 year,4,male,single,none,1,if not A121 : building society savings agreement/ life insurance,54,none,own,1,skilled employee / official,1,none,yes
Not default,< 0 DM,6,critical account/ other credits existing (not at this bank),car (new),609.0,... < 100 DM,4 <= ... < 7 years,4,female,divorced,none,3,if not A121 : building society savings agreement/ life insurance,37,none,own,2,skilled employee / official,1,none,no
Not default,< 0 DM,6,critical account/ other credits existing (not at this bank),car (new),1361.0,... < 100 DM,... < 1 year,2,male,single,none,4,real estate,40,none,own,1,unskilled - resident,2,none,no
Default,no checking account,36,critical account/ other credits existing (not at this bank),radio/television,7127.0,... < 100 DM,... < 1 year,2,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,23,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,6,existing credits paid back duly till now,car (new),1203.0,100 <= ... < 500 DM,.. >= 7 years,3,male,single,none,2,if not A121 : building society savings agreement/ life insurance,43,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,6,critical account/ other credits existing (not at this bank),domestic appliances,700.0,unknown/ no savings account,.. >= 7 years,4,male,single,none,4,unknown / no property,36,none,for free,2,skilled employee / official,1,none,yes
Not default,no checking account,24,critical account/ other credits existing (not at this bank),education,5507.0,... < 100 DM,.. >= 7 years,3,male,single,none,4,unknown / no property,44,none,for free,2,skilled employee / official,1,none,yes
Default,< 0 DM,18,existing credits paid back duly till now,domestic appliances,3190.0,... < 100 DM,1 <= ... < 4 years,2,female,divorced,none,2,real estate,24,none,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,48,no credits taken/ all credits paid back duly,radio/television,7119.0,... < 100 DM,1 <= ... < 4 years,3,male,single,none,4,unknown / no property,53,none,for free,2,skilled employee / official,2,none,yes
Not default,no checking account,24,existing credits paid back duly till now,car (used),3488.0,100 <= ... < 500 DM,4 <= ... < 7 years,3,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,18,existing credits paid back duly till now,domestic appliances,1113.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,guarantor,4,real estate,26,none,own,1,unskilled - resident,2,none,yes
Not default,0 <= ... < 200 DM,26,existing credits paid back duly till now,car (used),7966.0,... < 100 DM,... < 1 year,2,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,none,yes
Not default,no checking account,15,critical account/ other credits existing (not at this bank),(vacation - does not exist?),1532.0,100 <= ... < 500 DM,1 <= ... < 4 years,4,female,divorced,none,3,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,4,critical account/ other credits existing (not at this bank),domestic appliances,1503.0,... < 100 DM,4 <= ... < 7 years,2,male,single,none,1,real estate,42,none,own,2,unskilled - resident,2,none,yes
Default,< 0 DM,36,existing credits paid back duly till now,domestic appliances,2302.0,... < 100 DM,1 <= ... < 4 years,4,male,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,rent,1,skilled employee / official,1,none,yes
Not default,< 0 DM,6,existing credits paid back duly till now,car (new),662.0,... < 100 DM,... < 1 year,3,male,single,none,4,real estate,41,none,own,1,unskilled - resident,2,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,36,existing credits paid back duly till now,(vacation - does not exist?),2273.0,... < 100 DM,4 <= ... < 7 years,3,male,single,none,1,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,2,none,yes
Default,0 <= ... < 200 DM,15,existing credits paid back duly till now,car (new),2631.0,100 <= ... < 500 DM,1 <= ... < 4 years,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,12,delay in paying off in the past,car (used),1503.0,... < 100 DM,1 <= ... < 4 years,4,male,married,none,4,real estate,41,none,rent,1,skilled employee / official,1,none,yes
Not default,no checking account,24,existing credits paid back duly till now,domestic appliances,1311.0,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,married,none,3,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,24,existing credits paid back duly till now,domestic appliances,3105.0,unknown/ no savings account,... < 1 year,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,yes
Default,>= 200 DM / salary assignments for at least 1 year,21,critical account/ other credits existing (not at this bank),(vacation - does not exist?),2319.0,... < 100 DM,... < 1 year,2,male,divorced,none,1,"if not A121/A122 : car or other, not in attribute 6",33,none,rent,1,skilled employee / official,1,none,yes
Not default,< 0 DM,6,existing credits paid back duly till now,car (new),1374.0,unknown/ no savings account,unemployed,4,female,divorced,none,3,if not A121 : building society savings agreement/ life insurance,75,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),radio/television,3612.0,... < 100 DM,.. >= 7 years,3,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,37,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,48,existing credits paid back duly till now,car (new),7763.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,unknown / no property,42,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
Not default,>= 200 DM / salary assignments for at least 1 year,18,existing credits paid back duly till now,radio/television,3049.0,... < 100 DM,... < 1 year,1,female,divorced,none,1,if not A121 : building society savings agreement/ life insurance,45,stores,own,1,unskilled - resident,1,none,yes
Default,0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,1534.0,... < 100 DM,... < 1 year,1,male,married,none,1,real estate,23,none,rent,1,skilled employee / official,1,none,yes
Not default,no checking account,24,delay in paying off in the past,car (new),2032.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,unknown / no property,60,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,30,existing credits paid back duly till now,radio/television,6350.0,unknown/ no savings account,.. >= 7 years,4,male,single,none,4,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,none,yes
Default,>= 200 DM / salary assignments for at least 1 year,18,existing credits paid back duly till now,radio/television,2864.0,... < 100 DM,1 <= ... < 4 years,2,male,single,none,1,real estate,34,none,own,1,unskilled - resident,2,none,yes
Not default,no checking account,12,critical account/ other credits existing (not at this bank),car (new),1255.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,real estate,61,none,own,2,unskilled - resident,1,none,yes
Default,< 0 DM,24,delay in paying off in the past,car (new),1333.0,... < 100 DM,unemployed,4,male,single,none,2,real estate,43,none,for free,2,skilled employee / official,2,none,yes
Not default,no checking account,24,critical account/ other credits existing (not at this bank),car (new),2022.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,24,existing credits paid back duly till now,domestic appliances,1552.0,... < 100 DM,4 <= ... < 7 years,3,male,single,none,1,"if not A121/A122 : car or other, not in attribute 6",32,bank,own,1,skilled employee / official,2,none,yes
Default,< 0 DM,12,all credits at this bank paid back duly,domestic appliances,626.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,4,real estate,24,bank,own,1,unskilled - resident,1,none,yes
Not default,no checking account,48,critical account/ other credits existing (not at this bank),car (used),8858.0,unknown/ no savings account,4 <= ... < 7 years,2,male,single,none,1,unknown / no property,35,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,12,critical account/ other credits existing (not at this bank),education,996.0,unknown/ no savings account,4 <= ... < 7 years,4,female,divorced,none,4,real estate,23,none,own,2,skilled employee / official,1,none,yes
Not default,no checking account,6,all credits at this bank paid back duly,domestic appliances,1750.0,500 <= ... < 1000 DM,.. >= 7 years,2,male,single,none,4,if not A121 : building society savings agreement/ life insurance,45,bank,own,1,unskilled - resident,2,none,yes
Default,< 0 DM,48,existing credits paid back duly till now,domestic appliances,6999.0,... < 100 DM,4 <= ... < 7 years,1,male,married,guarantor,1,real estate,34,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),1995.0,100 <= ... < 500 DM,... < 1 year,4,male,single,none,1,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,9,existing credits paid back duly till now,(vacation - does not exist?),1199.0,... < 100 DM,4 <= ... < 7 years,4,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,67,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,1331.0,... < 100 DM,... < 1 year,2,male,single,none,1,"if not A121/A122 : car or other, not in attribute 6",22,stores,own,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,18,no credits taken/ all credits paid back duly,car (new),2278.0,100 <= ... < 500 DM,... < 1 year,3,female,divorced,none,3,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,yes
Default,no checking account,21,no credits taken/ all credits paid back duly,car (new),5003.0,unknown/ no savings account,1 <= ... < 4 years,1,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,29,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,3552.0,... < 100 DM,4 <= ... < 7 years,3,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),radio/television,1928.0,... < 100 DM,... < 1 year,2,male,single,none,2,real estate,31,none,own,2,unskilled - resident,1,none,yes
Not default,< 0 DM,24,existing credits paid back duly till now,car (used),2964.0,unknown/ no savings account,.. >= 7 years,4,male,single,none,4,unknown / no property,49,bank,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes
Default,< 0 DM,24,all credits at this bank paid back duly,domestic appliances,1546.0,... < 100 DM,4 <= ... < 7 years,4,male,single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",24,bank,rent,1,unskilled - resident,1,none,yes
Not default,>= 200 DM / salary assignments for at least 1 year,6,delay in paying off in the past,domestic appliances,683.0,... < 100 DM,... < 1 year,2,female,divorced,none,1,if not A121 : building society savings agreement/ life insurance,29,bank,own,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,36,existing credits paid back duly till now,car (new),12389.0,unknown/ no savings account,1 <= ... < 4 years,1,male,single,none,4,unknown / no property,37,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,24,delay in paying off in the past,business,4712.0,unknown/ no savings account,1 <= ... < 4 years,4,male,single,none,2,if not A121 : building society savings agreement/ life insurance,37,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,24,delay in paying off in the past,domestic appliances,1553.0,100 <= ... < 500 DM,4 <= ... < 7 years,3,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,23,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,12,existing credits paid back duly till now,car (new),1372.0,... < 100 DM,4 <= ... < 7 years,2,male,divorced,none,3,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,24,critical account/ other credits existing (not at this bank),domestic appliances,2578.0,.. >= 1000 DM,.. >= 7 years,2,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,48,existing credits paid back duly till now,domestic appliances,3979.0,unknown/ no savings account,4 <= ... < 7 years,4,male,single,none,1,"if not A121/A122 : car or other, not in attribute 6",41,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes
Default,< 0 DM,48,existing credits paid back duly till now,domestic appliances,6758.0,... < 100 DM,1 <= ... < 4 years,3,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,24,existing credits paid back duly till now,radio/television,3234.0,... < 100 DM,... < 1 year,4,female,divorced,none,4,real estate,23,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes
Not default,no checking account,30,critical account/ other credits existing (not at this bank),domestic appliances,5954.0,... < 100 DM,4 <= ... < 7 years,3,male,single,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,24,existing credits paid back duly till now,car (used),5433.0,unknown/ no savings account,unemployed,2,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,< 0 DM,15,existing credits paid back duly till now,business,806.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,22,none,own,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,9,existing credits paid back duly till now,domestic appliances,1082.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,unskilled - resident,1,none,yes
Not default,no checking account,15,critical account/ other credits existing (not at this bank),radio/television,2788.0,... < 100 DM,4 <= ... < 7 years,2,female,divorced,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",24,bank,own,2,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,2930.0,... < 100 DM,4 <= ... < 7 years,2,female,divorced,none,1,real estate,27,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,24,critical account/ other credits existing (not at this bank),(vacation - does not exist?),1927.0,unknown/ no savings account,1 <= ... < 4 years,3,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,36,critical account/ other credits existing (not at this bank),car (new),2820.0,... < 100 DM,... < 1 year,4,male,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes
Not default,no checking account,24,existing credits paid back duly till now,retraining,937.0,... < 100 DM,... < 1 year,4,male,married,none,3,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,unskilled - resident,1,none,yes
Default,0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),car (new),1056.0,... < 100 DM,.. >= 7 years,3,male,single,guarantor,3,real estate,30,bank,own,2,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),3124.0,... < 100 DM,... < 1 year,1,male,single,none,3,real estate,49,bank,own,2,unskilled - resident,2,none,yes
Not default,no checking account,9,existing credits paid back duly till now,radio/television,1388.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,2,real estate,26,none,rent,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,36,existing credits paid back duly till now,education,2384.0,... < 100 DM,... < 1 year,4,male,single,none,1,unknown / no property,33,none,rent,1,unskilled - resident,1,none,yes
Not default,no checking account,12,existing credits paid back duly till now,car (new),2133.0,unknown/ no savings account,.. >= 7 years,4,female,divorced,none,4,unknown / no property,52,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,18,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1,female,divorced,none,4,real estate,20,bank,rent,1,skilled employee / official,1,none,yes
Not default,< 0 DM,9,critical account/ other credits existing (not at this bank),car (new),2799.0,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,real estate,36,none,rent,2,skilled employee / official,2,none,yes
Not default,< 0 DM,12,existing credits paid back duly till now,radio/television,1289.0,... < 100 DM,1 <= ... < 4 years,4,male,single,guarantor,1,if not A121 : building society savings agreement/ life insurance,21,none,own,1,unskilled - resident,1,none,yes
Default,< 0 DM,18,existing credits paid back duly till now,repairs,1217.0,... < 100 DM,1 <= ... < 4 years,4,male,married,none,3,real estate,47,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes
Default,< 0 DM,12,critical account/ other credits existing (not at this bank),radio/television,2246.0,... < 100 DM,.. >= 7 years,3,male,single,none,3,if not A121 : building society savings agreement/ life insurance,60,none,own,2,skilled employee / official,1,none,yes
Not default,< 0 DM,12,critical account/ other credits existing (not at this bank),domestic appliances,385.0,... < 100 DM,4 <= ... < 7 years,4,female,divorced,none,3,real estate,58,none,own,4,unskilled - resident,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,24,delay in paying off in the past,car (new),1965.0,unknown/ no savings account,1 <= ... < 4 years,4,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,21,existing credits paid back duly till now,business,1572.0,.. >= 1000 DM,.. >= 7 years,4,female,divorced,none,4,real estate,36,bank,own,1,unskilled - resident,1,none,yes
Default,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),2718.0,... < 100 DM,1 <= ... < 4 years,3,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,20,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes
Default,< 0 DM,24,all credits at this bank paid back duly,furniture/equipment,1358.0,unknown/ no savings account,.. >= 7 years,4,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",40,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,6,all credits at this bank paid back duly,car (new),931.0,100 <= ... < 500 DM,... < 1 year,1,female,divorced,none,1,if not A121 : building society savings agreement/ life insurance,32,stores,own,1,unskilled - resident,1,none,yes
Default,< 0 DM,24,existing credits paid back duly till now,car (new),1442.0,... < 100 DM,4 <= ... < 7 years,4,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,2,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,24,no credits taken/ all credits paid back duly,business,4241.0,... < 100 DM,1 <= ... < 4 years,1,male,single,none,4,real estate,36,none,own,3,unskilled - resident,1,"yes, registered under the customers name",yes
Default,no checking account,18,critical account/ other credits existing (not at this bank),car (new),2775.0,... < 100 DM,4 <= ... < 7 years,2,male,single,none,2,if not A121 : building society savings agreement/ life insurance,31,bank,own,2,skilled employee / official,1,none,yes
Not default,no checking account,24,delay in paying off in the past,business,3863.0,... < 100 DM,1 <= ... < 4 years,1,male,single,none,2,unknown / no property,32,none,for free,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,7,existing credits paid back duly till now,domestic appliances,2329.0,... < 100 DM,... < 1 year,1,female,divorced,guarantor,1,real estate,45,none,own,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,918.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,1,if not A121 : building society savings agreement/ life insurance,30,none,own,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,24,all credits at this bank paid back duly,(vacation - does not exist?),1837.0,... < 100 DM,4 <= ... < 7 years,4,female,divorced,none,4,unknown / no property,34,bank,for free,1,unskilled - resident,1,none,yes
Default,no checking account,36,existing credits paid back duly till now,radio/television,3349.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,10,existing credits paid back duly till now,radio/television,1275.0,... < 100 DM,... < 1 year,4,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,none,yes
Not default,< 0 DM,24,all credits at this bank paid back duly,radio/television,2828.0,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,single,none,4,real estate,22,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,24,critical account/ other credits existing (not at this bank),business,4526.0,... < 100 DM,1 <= ... < 4 years,3,male,single,none,2,real estate,74,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,36,existing credits paid back duly till now,domestic appliances,2671.0,100 <= ... < 500 DM,1 <= ... < 4 years,4,female,divorced,co-applicant,4,unknown / no property,50,none,for free,1,skilled employee / official,1,none,yes
Not default,no checking account,18,existing credits paid back duly till now,domestic appliances,2051.0,... < 100 DM,... < 1 year,4,male,single,none,1,real estate,33,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,15,existing credits paid back duly till now,car (used),1300.0,unknown/ no savings account,.. >= 7 years,4,male,single,none,4,unknown / no property,45,bank,for free,1,skilled employee / official,2,none,yes
Default,< 0 DM,12,existing credits paid back duly till now,repairs,741.0,100 <= ... < 500 DM,unemployed,4,female,divorced,none,3,if not A121 : building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1,none,yes
Default,>= 200 DM / salary assignments for at least 1 year,10,existing credits paid back duly till now,car (new),1240.0,100 <= ... < 500 DM,.. >= 7 years,1,female,divorced,none,4,unknown / no property,48,none,for free,1,unskilled - resident,2,none,yes
Not default,< 0 DM,21,existing credits paid back duly till now,domestic appliances,3357.0,.. >= 1000 DM,... < 1 year,4,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",29,bank,own,1,skilled employee / official,1,none,yes
Not default,< 0 DM,24,all credits at this bank paid back duly,car (used),3632.0,... < 100 DM,1 <= ... < 4 years,1,female,divorced,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",22,bank,rent,1,skilled employee / official,1,none,no
Default,no checking account,18,delay in paying off in the past,radio/television,1808.0,... < 100 DM,4 <= ... < 7 years,4,female,divorced,none,1,real estate,22,none,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,48,no credits taken/ all credits paid back duly,business,12204.0,unknown/ no savings account,1 <= ... < 4 years,2,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",48,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,60,delay in paying off in the past,domestic appliances,9157.0,unknown/ no savings account,1 <= ... < 4 years,2,male,single,none,2,unknown / no property,27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
Not default,< 0 DM,6,critical account/ other credits existing (not at this bank),car (new),3676.0,... < 100 DM,1 <= ... < 4 years,1,male,single,none,3,real estate,37,none,rent,3,skilled employee / official,2,none,yes
Default,0 <= ... < 200 DM,30,existing credits paid back duly till now,radio/television,3441.0,100 <= ... < 500 DM,1 <= ... < 4 years,2,female,divorced,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,1,skilled employee / official,1,none,yes
Not default,no checking account,12,existing credits paid back duly till now,car (new),640.0,... < 100 DM,1 <= ... < 4 years,4,male,divorced,none,2,real estate,49,none,own,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,21,critical account/ other credits existing (not at this bank),business,3652.0,... < 100 DM,4 <= ... < 7 years,2,male,single,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes
Default,no checking account,18,critical account/ other credits existing (not at this bank),car (new),1530.0,... < 100 DM,1 <= ... < 4 years,3,male,single,none,2,if not A121 : building society savings agreement/ life insurance,32,bank,own,2,skilled employee / official,1,none,yes
Default,no checking account,48,existing credits paid back duly till now,business,3914.0,unknown/ no savings account,1 <= ... < 4 years,4,male,divorced,none,2,real estate,38,bank,own,1,skilled employee / official,1,none,yes
Not default,< 0 DM,12,existing credits paid back duly till now,radio/television,1858.0,... < 100 DM,... < 1 year,4,female,divorced,none,1,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1,none,yes
Default,< 0 DM,18,existing credits paid back duly till now,domestic appliances,2600.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,4,unknown / no property,65,none,for free,2,skilled employee / official,1,none,yes
Not default,no checking account,15,existing credits paid back duly till now,domestic appliances,1979.0,unknown/ no savings account,.. >= 7 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,none,yes
Not default,>= 200 DM / salary assignments for at least 1 year,6,existing credits paid back duly till now,radio/television,2116.0,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,real estate,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),1437.0,100 <= ... < 500 DM,4 <= ... < 7 years,2,male,single,none,3,unknown / no property,29,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,42,critical account/ other credits existing (not at this bank),radio/television,4042.0,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,single,none,4,real estate,36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,9,existing credits paid back duly till now,(vacation - does not exist?),3832.0,unknown/ no savings account,.. >= 7 years,1,male,single,none,4,real estate,64,none,own,1,unskilled - resident,1,none,yes
Not default,< 0 DM,24,existing credits paid back duly till now,domestic appliances,3660.0,... < 100 DM,1 <= ... < 4 years,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,18,all credits at this bank paid back duly,radio/television,1553.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",44,bank,own,1,skilled employee / official,1,none,yes
