default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_employment_since,installment_as_income_perc,sex,personal_status,other_debtors,present_residence_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
Default,0 <= ... < 200 DM,27,all credits at this bank paid back duly,car (new),1437.0,100 <= ... < 500 DM,4 <= ... < 7 years,2.0,male,single,none,3,unknown / no property,29.0,none,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,domestic appliances,1546.0,... < 100 DM,4 <= ... < 7 years,4.0,male,single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",48.0,bank,rent,1,unskilled - resident,1,none,yes
Default,< 0 DM,21,all credits at this bank paid back duly,car (new),1647.0,unknown/ no savings account,1 <= ... < 4 years,0.9188350258671925,male,single,none,2,if not A121 : building society savings agreement/ life insurance,40.0,none,own,2,unskilled - resident,2,none,yes
Not default,< 0 DM,24,all credits at this bank paid back duly,radio/television,39.384922744772304,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,male,single,none,4,real estate,22.0,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,12,all credits at this bank paid back duly,domestic appliances,2149.0,... < 100 DM,1 <= ... < 4 years,3.0674387483162344,male,divorced,none,1,unknown / no property,29.0,none,for free,1,skilled employee / official,1,none,yes
Default,< 0 DM,18,all credits at this bank paid back duly,radio/television,1553.0,... < 100 DM,1 <= ... < 4 years,0.8240263706420516,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",44.0,bank,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,36,all credits at this bank paid back duly,repairs,3990.0,unknown/ no savings account,... < 1 year,2.313615770528283,female,divorced,none,2,unknown / no property,0.1578947368421052,bank,own,1,unemployed/ unskilled - non-resident,1,none,yes
Not default,0 <= ... < 200 DM,30,all credits at this bank paid back duly,radio/television,3496.0,.. >= 1000 DM,1 <= ... < 4 years,3.596657949067724,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",34.0,stores,own,1,skilled employee / official,2,"yes, registered under the customers name",yes
Default,< 0 DM,18,all credits at this bank paid back duly,radio/television,1553.0,... < 100 DM,1 <= ... < 4 years,4.0,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",0.0,bank,own,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,-48,all credits at this bank paid back duly,(vacation - does not exist?),1837.0,... < 100 DM,4 <= ... < 7 years,4.0,female,divorced,none,4,unknown / no property,34.0,bank,for free,1,unskilled - resident,1,none,yes
Default,0 <= ... < 200 DM,6,all credits at this bank paid back duly,car (new),931.0,100 <= ... < 500 DM,... < 1 year,1.0339252966523378,female,divorced,none,1,if not A121 : building society savings agreement/ life insurance,32.0,stores,own,1,unskilled - resident,1,none,yes
Not default,no checking account,0,all credits at this bank paid back duly,business,3609.0,... < 100 DM,1 <= ... < 4 years,1.0,female,divorced,none,1,real estate,27.0,stores,own,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,144,all credits at this bank paid back duly,business,6416.0,... < 100 DM,.. >= 7 years,4.0,female,divorced,none,3,unknown / no property,59.0,none,rent,1,skilled employee / official,1,none,yes
Not default,no checking account,24,all credits at this bank paid back duly,business,1559.0,... < 100 DM,4 <= ... < 7 years,4.538728628122997,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",50.0,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (used),5129.0,... < 100 DM,.. >= 7 years,2.0,female,divorced,none,4,unknown / no property,-74.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Default,< 0 DM,36,all credits at this bank paid back duly,radio/television,-3570.953007178738,... < 100 DM,.. >= 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",0.21052631578947367,bank,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,6402.844635550067,500 <= ... < 1000 DM,... < 1 year,4.0,male,single,none,4,unknown / no property,30.0,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,36,all credits at this bank paid back duly,repairs,3990.0,unknown/ no savings account,... < 1 year,3.0,female,divorced,none,2,unknown / no property,-29.0,bank,own,1,unemployed/ unskilled - non-resident,1,none,yes
Default,< 0 DM,12,all credits at this bank paid back duly,car (new),115.23243490983931,... < 100 DM,... < 1 year,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",46.0,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,36,all credits at this bank paid back duly,repairs,3990.0,unknown/ no savings account,... < 1 year,3.0,female,divorced,none,2,unknown / no property,-58.0,bank,own,1,unemployed/ unskilled - non-resident,1,none,yes
Default,< 0 DM,18,all credits at this bank paid back duly,car (new),-1874.9360174786652,... < 100 DM,4 <= ... < 7 years,4.0,male,single,none,4,unknown / no property,32.0,none,for free,2,unskilled - resident,2,none,yes
Default,< 0 DM,-24,all credits at this bank paid back duly,car (new),697.0,... < 100 DM,... < 1 year,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",46.0,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,15,all credits at this bank paid back duly,car (new),6850.0,100 <= ... < 500 DM,unemployed,-1.0448809152625493,male,single,none,2,if not A121 : building society savings agreement/ life insurance,34.0,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Default,< 0 DM,0,all credits at this bank paid back duly,business,7685.0,... < 100 DM,4 <= ... < 7 years,2.0,female,divorced,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",37.0,none,rent,1,skilled employee / official,1,none,yes
Not default,< 0 DM,0,all credits at this bank paid back duly,car (new),2325.0,100 <= ... < 500 DM,4 <= ... < 7 years,2.0,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",32.0,bank,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,business,6183.134204228326,... < 100 DM,1 <= ... < 4 years,4.0,male,single,none,2,if not A121 : building society savings agreement/ life insurance,31.0,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,10,all credits at this bank paid back duly,domestic appliances,1048.0,... < 100 DM,1 <= ... < 4 years,4.0,male,single,none,4,real estate,0.0,stores,own,1,unskilled - resident,1,none,yes
Not default,no checking account,12,all credits at this bank paid back duly,retraining,3447.0,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,female,divorced,none,3,real estate,35.0,none,own,1,unskilled - resident,2,none,yes
Default,< 0 DM,72,all credits at this bank paid back duly,radio/television,2746.0,... < 100 DM,.. >= 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",31.0,bank,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,-30,all credits at this bank paid back duly,domestic appliances,1048.0,... < 100 DM,1 <= ... < 4 years,4.0,male,single,none,4,real estate,23.0,stores,own,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,-60,all credits at this bank paid back duly,radio/television,3496.0,.. >= 1000 DM,1 <= ... < 4 years,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",34.0,stores,own,1,skilled employee / official,2,"yes, registered under the customers name",yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,3552.0,... < 100 DM,4 <= ... < 7 years,3.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",0.0,bank,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,business,3161.0,... < 100 DM,1 <= ... < 4 years,4.0,male,single,none,2,if not A121 : building society savings agreement/ life insurance,62.0,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,6,all credits at this bank paid back duly,domestic appliances,1750.0,500 <= ... < 1000 DM,.. >= 7 years,2.613718981503894,male,single,none,4,if not A121 : building society savings agreement/ life insurance,45.0,bank,own,1,unskilled - resident,2,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,furniture/equipment,1163.3758565107967,unknown/ no savings account,.. >= 7 years,4.0,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",40.0,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,24,all credits at this bank paid back duly,furniture/equipment,1667.1782580089423,unknown/ no savings account,.. >= 7 years,4.0,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",40.0,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,-24,all credits at this bank paid back duly,car (new),697.0,... < 100 DM,... < 1 year,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",46.0,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,-24,all credits at this bank paid back duly,domestic appliances,409.0,.. >= 1000 DM,1 <= ... < 4 years,3.0,female,divorced,none,3,real estate,42.0,none,rent,2,skilled employee / official,1,none,yes
Not default,< 0 DM,18,all credits at this bank paid back duly,domestic appliances,4675.31554719954,... < 100 DM,... < 1 year,3.0,male,single,co-applicant,4,unknown / no property,36.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,15,all credits at this bank paid back duly,car (new),1713.900376864843,100 <= ... < 500 DM,1 <= ... < 4 years,2.0,male,married,none,2,if not A121 : building society savings agreement/ life insurance,25.0,none,rent,1,skilled employee / official,1,none,yes
Not default,< 0 DM,12,all credits at this bank paid back duly,retraining,339.0,... < 100 DM,.. >= 7 years,2.6053492637662217,male,married,none,1,"if not A121/A122 : car or other, not in attribute 6",45.0,bank,own,1,unskilled - resident,1,none,yes
Default,< 0 DM,18,all credits at this bank paid back duly,radio/television,1553.0,... < 100 DM,1 <= ... < 4 years,4.0,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",0.0,bank,own,1,skilled employee / official,1,none,yes
Not default,no checking account,84,all credits at this bank paid back duly,car (used),7824.0,unknown/ no savings account,... < 1 year,3.0,male,single,guarantor,4,real estate,40.0,bank,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,48,all credits at this bank paid back duly,car (new),12169.0,unknown/ no savings account,unemployed,5.244093235374974,male,single,co-applicant,4,unknown / no property,36.0,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,21,all credits at this bank paid back duly,car (new),1208.2681513745601,unknown/ no savings account,1 <= ... < 4 years,4.0,male,single,none,2,if not A121 : building society savings agreement/ life insurance,40.0,none,own,2,unskilled - resident,2,none,yes
Not default,0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,2969.0591555866563,100 <= ... < 500 DM,4 <= ... < 7 years,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",30.0,none,own,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,6,all credits at this bank paid back duly,(vacation - does not exist?),433.0,.. >= 1000 DM,... < 1 year,10.705712859933186,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,24.0,bank,rent,1,skilled employee / official,2,none,yes
Not default,< 0 DM,24,all credits at this bank paid back duly,retraining,339.0,... < 100 DM,.. >= 7 years,4.0,male,married,none,1,"if not A121/A122 : car or other, not in attribute 6",45.0,bank,own,1,unskilled - resident,1,none,yes
Default,no checking account,30,all credits at this bank paid back duly,car (used),16252.73104154827,unknown/ no savings account,unemployed,4.0,female,divorced,none,1,real estate,53.0,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (used),5129.0,... < 100 DM,.. >= 7 years,2.717308322646359,female,divorced,none,4,unknown / no property,74.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,12,all credits at this bank paid back duly,domestic appliances,409.0,.. >= 1000 DM,1 <= ... < 4 years,3.0,female,divorced,none,3,real estate,-42.0,none,rent,2,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),1321.5515332736263,100 <= ... < 500 DM,4 <= ... < 7 years,2.0,male,single,none,3,unknown / no property,29.0,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,28,all credits at this bank paid back duly,car (used),7824.0,unknown/ no savings account,... < 1 year,5.417359504371923,male,single,guarantor,4,real estate,40.0,bank,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,60,all credits at this bank paid back duly,furniture/equipment,29814.99151135233,100 <= ... < 500 DM,.. >= 7 years,3.0,female,divorced,none,4,unknown / no property,60.0,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,24,all credits at this bank paid back duly,domestic appliances,1546.0,... < 100 DM,4 <= ... < 7 years,4.0,male,single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",24.0,bank,rent,1,unskilled - resident,1,none,yes
Default,0 <= ... < 200 DM,-15,all credits at this bank paid back duly,car (new),1264.0,100 <= ... < 500 DM,1 <= ... < 4 years,2.0,male,married,none,2,if not A121 : building society savings agreement/ life insurance,25.0,none,rent,1,skilled employee / official,1,none,yes
Default,>= 200 DM / salary assignments for at least 1 year,12,all credits at this bank paid back duly,business,-399.8161301177733,... < 100 DM,... < 1 year,4.0,female,divorced,none,1,real estate,26.0,none,own,1,unemployed/ unskilled - non-resident,1,none,yes
Not default,0 <= ... < 200 DM,-48,all credits at this bank paid back duly,car (new),12169.0,unknown/ no savings account,unemployed,4.0,male,single,co-applicant,4,unknown / no property,36.0,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,0,all credits at this bank paid back duly,car (new),1264.0,100 <= ... < 500 DM,1 <= ... < 4 years,2.0,male,married,none,2,if not A121 : building society savings agreement/ life insurance,25.0,none,rent,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,96,all credits at this bank paid back duly,business,6416.0,... < 100 DM,.. >= 7 years,4.0,female,divorced,none,3,unknown / no property,59.0,none,rent,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,15,all credits at this bank paid back duly,car (new),-2941.0382083120544,100 <= ... < 500 DM,unemployed,1.0,male,single,none,2,if not A121 : building society savings agreement/ life insurance,34.0,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,12,all credits at this bank paid back duly,domestic appliances,144.9559327407689,.. >= 1000 DM,1 <= ... < 4 years,3.0,female,divorced,none,3,real estate,42.0,none,rent,2,skilled employee / official,1,none,yes
Default,no checking account,30,all credits at this bank paid back duly,car (used),7485.0,unknown/ no savings account,unemployed,1.1708995870025185,female,divorced,none,1,real estate,53.0,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,-54,all credits at this bank paid back duly,radio/television,1553.0,... < 100 DM,1 <= ... < 4 years,4.0,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",44.0,bank,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,36,all credits at this bank paid back duly,radio/television,2746.0,... < 100 DM,.. >= 7 years,-3.7229420825910453,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",31.0,bank,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,6,all credits at this bank paid back duly,(vacation - does not exist?),2142.4325030840173,... < 100 DM,.. >= 7 years,4.0,female,divorced,none,4,unknown / no property,35.0,none,for free,1,skilled employee / official,1,none,yes
Default,< 0 DM,12,all credits at this bank paid back duly,domestic appliances,3088.233521906131,... < 100 DM,1 <= ... < 4 years,4.0,male,divorced,none,1,unknown / no property,29.0,none,for free,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,42,all credits at this bank paid back duly,car (used),15765.245158881386,... < 100 DM,unemployed,1.0,male,single,none,2,unknown / no property,55.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,18,all credits at this bank paid back duly,domestic appliances,1445.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",98.0,bank,own,1,unskilled - resident,1,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,3552.0,... < 100 DM,4 <= ... < 7 years,5.350267324960456,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",27.0,bank,own,1,skilled employee / official,1,none,yes
Not default,no checking account,24,all credits at this bank paid back duly,business,1559.0,... < 100 DM,4 <= ... < 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",100.0,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,18,all credits at this bank paid back duly,domestic appliances,1445.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",49.0,bank,own,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,10,all credits at this bank paid back duly,domestic appliances,1048.0,... < 100 DM,1 <= ... < 4 years,4.0,male,single,none,4,real estate,-46.0,stores,own,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,30,all credits at this bank paid back duly,radio/television,3496.0,.. >= 1000 DM,1 <= ... < 4 years,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",34.0,stores,own,1,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,no checking account,-36,all credits at this bank paid back duly,retraining,3447.0,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,female,divorced,none,3,real estate,35.0,none,own,1,unskilled - resident,2,none,yes
Default,0 <= ... < 200 DM,180,all credits at this bank paid back duly,furniture/equipment,14782.0,100 <= ... < 500 DM,.. >= 7 years,3.0,female,divorced,none,4,unknown / no property,60.0,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,12,all credits at this bank paid back duly,domestic appliances,409.0,.. >= 1000 DM,1 <= ... < 4 years,2.7645169868605466,female,divorced,none,3,real estate,42.0,none,rent,2,skilled employee / official,1,none,yes
Default,< 0 DM,144,all credits at this bank paid back duly,business,7685.0,... < 100 DM,4 <= ... < 7 years,2.0,female,divorced,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",37.0,none,rent,1,skilled employee / official,1,none,yes
Default,no checking account,30,all credits at this bank paid back duly,car (used),7485.0,unknown/ no savings account,unemployed,4.0,female,divorced,none,1,real estate,-53.0,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,< 0 DM,0,all credits at this bank paid back duly,domestic appliances,1940.0,... < 100 DM,... < 1 year,3.0,male,single,co-applicant,4,unknown / no property,36.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,>= 200 DM / salary assignments for at least 1 year,12,all credits at this bank paid back duly,business,609.0,... < 100 DM,... < 1 year,-6.2931255688271985,female,divorced,none,1,real estate,26.0,none,own,1,unemployed/ unskilled - non-resident,1,none,yes
Default,0 <= ... < 200 DM,24,all credits at this bank paid back duly,(vacation - does not exist?),1837.0,... < 100 DM,4 <= ... < 7 years,1.5653043861674574,female,divorced,none,4,unknown / no property,34.0,bank,for free,1,unskilled - resident,1,none,yes
Default,0 <= ... < 200 DM,15,all credits at this bank paid back duly,car (new),-9183.725556891231,100 <= ... < 500 DM,unemployed,1.0,male,single,none,2,if not A121 : building society savings agreement/ life insurance,34.0,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,30,all credits at this bank paid back duly,radio/television,-2192.248965615512,.. >= 1000 DM,1 <= ... < 4 years,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",34.0,stores,own,1,skilled employee / official,2,"yes, registered under the customers name",yes
Default,< 0 DM,24,all credits at this bank paid back duly,car (new),1193.0,... < 100 DM,unemployed,0.41451125781280274,female,divorced,co-applicant,4,unknown / no property,29.0,none,rent,2,unemployed/ unskilled - non-resident,1,none,yes
Not default,< 0 DM,24,all credits at this bank paid back duly,radio/television,-720.609623057615,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,male,single,none,4,real estate,22.0,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (used),-2985.7502879735116,... < 100 DM,.. >= 7 years,2.0,female,divorced,none,4,unknown / no property,74.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Default,< 0 DM,36,all credits at this bank paid back duly,radio/television,6553.8537425427585,... < 100 DM,.. >= 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",31.0,bank,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,12,all credits at this bank paid back duly,car (new),-109.48981439139726,... < 100 DM,... < 1 year,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",46.0,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,60,all credits at this bank paid back duly,furniture/equipment,14782.0,100 <= ... < 500 DM,.. >= 7 years,0.7170756269256232,female,divorced,none,4,unknown / no property,60.0,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,12,all credits at this bank paid back duly,domestic appliances,-80.160474964212,.. >= 1000 DM,1 <= ... < 4 years,3.0,female,divorced,none,3,real estate,42.0,none,rent,2,skilled employee / official,1,none,yes
Default,< 0 DM,18,all credits at this bank paid back duly,car (new),1442.0,... < 100 DM,4 <= ... < 7 years,12.973608476192668,male,single,none,4,unknown / no property,32.0,none,for free,2,unskilled - resident,2,none,yes
Default,< 0 DM,48,all credits at this bank paid back duly,business,7685.0,... < 100 DM,4 <= ... < 7 years,-2.900124464799184,female,divorced,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",37.0,none,rent,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,3566.0,100 <= ... < 500 DM,4 <= ... < 7 years,2.086151136158951,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",30.0,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,6,all credits at this bank paid back duly,domestic appliances,-843.9631868787806,500 <= ... < 1000 DM,.. >= 7 years,2.0,male,single,none,4,if not A121 : building society savings agreement/ life insurance,45.0,bank,own,1,unskilled - resident,2,none,yes
Not default,no checking account,6,all credits at this bank paid back duly,car (new),1495.121649533728,unknown/ no savings account,1 <= ... < 4 years,1.0,male,single,guarantor,2,real estate,26.0,stores,own,1,unskilled - resident,2,none,yes
Not default,0 <= ... < 200 DM,48,all credits at this bank paid back duly,car (new),12169.0,unknown/ no savings account,unemployed,4.0,male,single,co-applicant,4,unknown / no property,72.0,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,48,all credits at this bank paid back duly,radio/television,6872.0,... < 100 DM,... < 1 year,2.0,male,divorced,none,1,if not A121 : building society savings agreement/ life insurance,55.0,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,12,all credits at this bank paid back duly,domestic appliances,472.02720860026164,... < 100 DM,1 <= ... < 4 years,4.0,female,divorced,none,4,real estate,24.0,bank,own,1,unskilled - resident,1,none,yes
Default,< 0 DM,18,all credits at this bank paid back duly,car (new),1442.0,... < 100 DM,4 <= ... < 7 years,4.0,male,single,none,4,unknown / no property,0.0,none,for free,2,unskilled - resident,2,none,yes
Default,< 0 DM,12,all credits at this bank paid back duly,domestic appliances,2149.0,... < 100 DM,1 <= ... < 4 years,7.90187097584092,male,divorced,none,1,unknown / no property,29.0,none,for free,1,skilled employee / official,1,none,yes
Not default,no checking account,12,all credits at this bank paid back duly,retraining,4426.377988866071,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,female,divorced,none,3,real estate,35.0,none,own,1,unskilled - resident,2,none,yes
Default,no checking account,30,all credits at this bank paid back duly,car (used),7485.0,unknown/ no savings account,unemployed,4.0,female,divorced,none,1,real estate,0.0,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,no checking account,0,all credits at this bank paid back duly,car (new),6458.0,... < 100 DM,.. >= 7 years,2.0,male,single,none,4,unknown / no property,39.0,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,no checking account,0,all credits at this bank paid back duly,car (new),783.0,unknown/ no savings account,1 <= ... < 4 years,1.0,male,single,guarantor,2,real estate,26.0,stores,own,1,unskilled - resident,2,none,yes
Default,< 0 DM,-72,all credits at this bank paid back duly,radio/television,2746.0,... < 100 DM,.. >= 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",0.21052631578947367,bank,own,1,skilled employee / official,1,none,yes
Not default,no checking account,96,all credits at this bank paid back duly,business,3609.0,... < 100 DM,1 <= ... < 4 years,1.0,female,divorced,none,1,real estate,27.0,stores,own,1,skilled employee / official,1,none,yes
Default,no checking account,30,all credits at this bank paid back duly,car (used),9524.925366896288,unknown/ no savings account,unemployed,4.0,female,divorced,none,1,real estate,53.0,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,< 0 DM,24,all credits at this bank paid back duly,car (new),2325.0,100 <= ... < 500 DM,4 <= ... < 7 years,2.0,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",32.0,bank,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,36,all credits at this bank paid back duly,radio/television,-1266.1777627148986,... < 100 DM,.. >= 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",31.0,bank,own,1,skilled employee / official,1,none,yes
Not default,< 0 DM,-18,all credits at this bank paid back duly,domestic appliances,1940.0,... < 100 DM,... < 1 year,3.0,male,single,co-applicant,4,unknown / no property,36.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,18,all credits at this bank paid back duly,car (new),1442.0,... < 100 DM,4 <= ... < 7 years,-0.27938992235884674,male,single,none,4,unknown / no property,32.0,none,for free,2,unskilled - resident,2,none,yes
Not default,no checking account,-6,all credits at this bank paid back duly,car (new),783.0,unknown/ no savings account,1 <= ... < 4 years,1.0,male,single,guarantor,2,real estate,26.0,stores,own,1,unskilled - resident,2,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,3349.0,500 <= ... < 1000 DM,... < 1 year,6.557309972795169,male,single,none,4,unknown / no property,30.0,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,60,all credits at this bank paid back duly,furniture/equipment,21829.872833858153,100 <= ... < 500 DM,.. >= 7 years,3.0,female,divorced,none,4,unknown / no property,60.0,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,28,all credits at this bank paid back duly,car (used),10577.914867431906,unknown/ no savings account,... < 1 year,3.0,male,single,guarantor,4,real estate,40.0,bank,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes
